            200   NumCoords         ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
  0.400640   0.129180
  0.392440   0.130030
  0.384240   0.130830
  0.376020   0.131570
  0.367810   0.132260
  0.359580   0.132880
  0.351350   0.133450
  0.343120   0.133950
  0.334880   0.134380
  0.326640   0.134740
  0.318390   0.135020
  0.310140   0.135230
  0.301880   0.135370
  0.293630   0.135410
  0.285370   0.135370
  0.277110   0.135240
  0.268860   0.135010
  0.260600   0.134690
  0.252350   0.134260
  0.244110   0.133730
  0.235870   0.133080
  0.227630   0.132330
  0.219410   0.131460
  0.211200   0.130480
  0.203010   0.129360
  0.194830   0.128110
  0.186680   0.126720
  0.178550   0.125180
  0.170450   0.123500
  0.162380   0.121670
  0.154340   0.119690
  0.146350   0.117540
  0.138400   0.115220
  0.130500   0.112740
  0.122650   0.110080
  0.114870   0.107240
  0.107160   0.104220
  0.099520   0.101010
  0.091970   0.097590
  0.084510   0.093980
  0.077150   0.090140
  0.069910   0.086090
  0.062800   0.081800
  0.055840   0.077270
  0.049050   0.072470
  0.042450   0.067390
  0.036070   0.061960
  0.029940   0.056240
  0.024130   0.050490
  0.018690   0.044390
  0.013700   0.037920
  0.009230   0.031070
  0.005400   0.023830
  0.002490   0.016140
  0.000640   0.008090
  0.000000  -0.000190
  0.000890  -0.008450
  0.003550  -0.016410
  0.007490  -0.024070
  0.012240  -0.031220
  0.017620  -0.037810
  0.023400  -0.044030
  0.029520  -0.049900
  0.035920  -0.055470
  0.042530  -0.060760
  0.049320  -0.065810
  0.056150  -0.070630
  0.063090  -0.075230
  0.070180  -0.079620
  0.077400  -0.083820
  0.084740  -0.087820
  0.092180  -0.091640
  0.099730  -0.095270
  0.107360  -0.098730
  0.115070  -0.102010
  0.122860  -0.105120
  0.130730  -0.108050
  0.138660  -0.110820
  0.146640  -0.113410
  0.154690  -0.115840
  0.162790  -0.118110
  0.170930  -0.120220
  0.179110  -0.122180
  0.187330  -0.123970
  0.195590  -0.125620
  0.203870  -0.127110
  0.212190  -0.128460
  0.220530  -0.129660
  0.228890  -0.130730
  0.237260  -0.131660
  0.245660  -0.132450
  0.254060  -0.133120
  0.262480  -0.133650
  0.270900  -0.134060
  0.279330  -0.134350
  0.287770  -0.134510
  0.296200  -0.134550
  0.304640  -0.134470
  0.313080  -0.134280
  0.321510  -0.133970
  0.329940  -0.133540
  0.338360  -0.133010
  0.346780  -0.132360
  0.355180  -0.131610
  0.363580  -0.130750
  0.371960  -0.129780
  0.380330  -0.128710
  0.388690  -0.127530
  0.397030  -0.126260
  0.405360  -0.124890
  0.413660  -0.123410
  0.421950  -0.121850
  0.430230  -0.120200
  0.438480  -0.118450
  0.446710  -0.116620
  0.454930  -0.114700
  0.463120  -0.112700
  0.471290  -0.110610
  0.479440  -0.108450
  0.487570  -0.106210
  0.495670  -0.103900
  0.503760  -0.101520
  0.511820  -0.099070
  0.519860  -0.096560
  0.527880  -0.093990
  0.535890  -0.091370
  0.543870  -0.088700
  0.551840  -0.085990
  0.559790  -0.083230
  0.567730  -0.080440
  0.575660  -0.077610
  0.583580  -0.074760
  0.591490  -0.071880
  0.599390  -0.068980
  0.607290  -0.066070
  0.615180  -0.063150
  0.623080  -0.060240
  0.630980  -0.057320
  0.638880  -0.054410
  0.646790  -0.051520
  0.654710  -0.048640
  0.662630  -0.045790
  0.670570  -0.042970
  0.678530  -0.040190
  0.686490  -0.037450
  0.694480  -0.034760
  0.702480  -0.032130
  0.710500  -0.029550
  0.718540  -0.027040
  0.726600  -0.024590
  0.734680  -0.022220
  0.742780  -0.019930
  0.750910  -0.017710
  0.759050  -0.015590
  0.767220  -0.013560
  0.775410  -0.011630
  0.783620  -0.009820
  0.791860  -0.008140
  0.800120  -0.006560
  0.808390  -0.005110
  0.816690  -0.003770
  0.824990  -0.002540
  0.833320  -0.001430
  0.841650  -0.000440
  0.850000   0.000450
  0.858350   0.001210
  0.866710   0.001850
  0.875080   0.002370
  0.883460   0.002750
  0.891840   0.003000
  0.900220   0.003100
  0.908590   0.003050
  0.916970   0.002870
  0.925330   0.002540
  0.933690   0.002070
  0.942030   0.001470
  0.950370   0.000740
  0.958680  -0.000120
  0.966980  -0.001120
  0.975260  -0.002240
  0.983520  -0.003470
  0.991770  -0.004790
  1.000000  -0.006130
