                200   NumCoords         ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
  0.388350   0.157550
  0.379980   0.158650
  0.371590   0.159690
  0.363200   0.160670
  0.354790   0.161580
  0.346380   0.162420
  0.337960   0.163190
  0.329530   0.163890
  0.321090   0.164510
  0.312640   0.165040
  0.304180   0.165490
  0.295720   0.165860
  0.287250   0.166130
  0.278780   0.166300
  0.270300   0.166360
  0.261820   0.166320
  0.253340   0.166150
  0.244860   0.165870
  0.236380   0.165460
  0.227900   0.164910
  0.219430   0.164230
  0.210970   0.163400
  0.202530   0.162400
  0.194100   0.161250
  0.185700   0.159910
  0.177330   0.158390
  0.168980   0.156680
  0.160680   0.154780
  0.152430   0.152660
  0.144230   0.150330
  0.136100   0.147790
  0.128030   0.145020
  0.120040   0.142030
  0.112150   0.138800
  0.104360   0.135310
  0.096690   0.131570
  0.089150   0.127570
  0.081760   0.123310
  0.074530   0.118770
  0.067480   0.113950
  0.060640   0.108860
  0.054020   0.103480
  0.047630   0.097830
  0.041510   0.091890
  0.035670   0.085680
  0.030150   0.079190
  0.024980   0.072420
  0.020180   0.065390
  0.015770   0.058100
  0.011780   0.050560
  0.008300   0.042770
  0.005510   0.034730
  0.003400   0.026480
  0.001770   0.018060
  0.000520   0.009550
  0.000000   0.000980
  0.000480  -0.007610
  0.001740  -0.016130
  0.003440  -0.024430
  0.005810  -0.032540
  0.008920  -0.040610
  0.012690  -0.048400
  0.016960  -0.055890
  0.021650  -0.063100
  0.026740  -0.070040
  0.032230  -0.076690
  0.038080  -0.083040
  0.044240  -0.089100
  0.050680  -0.094870
  0.057370  -0.100360
  0.064280  -0.105590
  0.071390  -0.110540
  0.078690  -0.115220
  0.086160  -0.119640
  0.093780  -0.123800
  0.101530  -0.127710
  0.109400  -0.131380
  0.117380  -0.134830
  0.125450  -0.138050
  0.133610  -0.141070
  0.141840  -0.143880
  0.150130  -0.146480
  0.158490  -0.148890
  0.166910  -0.151110
  0.175370  -0.153130
  0.183880  -0.154980
  0.192420  -0.156660
  0.200990  -0.158160
  0.209600  -0.159500
  0.218220  -0.160680
  0.226870  -0.161690
  0.235540  -0.162550
  0.244230  -0.163250
  0.252920  -0.163810
  0.261620  -0.164210
  0.270330  -0.164470
  0.279050  -0.164580
  0.287760  -0.164560
  0.296480  -0.164400
  0.305190  -0.164100
  0.313890  -0.163680
  0.322590  -0.163120
  0.331280  -0.162440
  0.339960  -0.161640
  0.348630  -0.160710
  0.357280  -0.159670
  0.365920  -0.158510
  0.374550  -0.157230
  0.383150  -0.155850
  0.391740  -0.154350
  0.400310  -0.152740
  0.408850  -0.151030
  0.417380  -0.149210
  0.425880  -0.147290
  0.434350  -0.145270
  0.442810  -0.143160
  0.451230  -0.140940
  0.459630  -0.138640
  0.468010  -0.136250
  0.476360  -0.133780
  0.484690  -0.131230
  0.493000  -0.128610
  0.501280  -0.125920
  0.509540  -0.123160
  0.517770  -0.120340
  0.525990  -0.117460
  0.534180  -0.114520
  0.542350  -0.111530
  0.550500  -0.108490
  0.558630  -0.105400
  0.566750  -0.102260
  0.574840  -0.099090
  0.582930  -0.095890
  0.591000  -0.092650
  0.599050  -0.089390
  0.607100  -0.086110
  0.615170  -0.082810
  0.623240  -0.079500
  0.631310  -0.076180
  0.639370  -0.072860
  0.647430  -0.069550
  0.655490  -0.066240
  0.663560  -0.062950
  0.671630  -0.059680
  0.679710  -0.056440
  0.687800  -0.053230
  0.695900  -0.050050
  0.704020  -0.046930
  0.712160  -0.043860
  0.720310  -0.040850
  0.728490  -0.037900
  0.736690  -0.035020
  0.744910  -0.032210
  0.753150  -0.029490
  0.761430  -0.026850
  0.769730  -0.024310
  0.778050  -0.021870
  0.786410  -0.019540
  0.794800  -0.017330
  0.803210  -0.015230
  0.811650  -0.013250
  0.820120  -0.011380
  0.828610  -0.009650
  0.837120  -0.008050
  0.845660  -0.006580
  0.854220  -0.005260
  0.862800  -0.004100
  0.871410  -0.003100
  0.880030  -0.002270
  0.888660  -0.001610
  0.897330  -0.001140
  0.906010  -0.000840
  0.914680  -0.000730
  0.923340  -0.000810
  0.931990  -0.001070
  0.940630  -0.001520
  0.949250  -0.002160
  0.957840  -0.003020
  0.966390  -0.004150
  0.974890  -0.005590
  0.983320  -0.007340
  0.991680  -0.009390
  1.000000  -0.011630
